,_type,url,date,content,replyCount,retweetCount,likeCount,quoteCount,lang,hashtags,lat,lon,translated
32,snscrape.modules.twitter.Tweet,https://twitter.com/PednekarSujal/status/1455951288827478023,2021-11-03 17:33:32+00:00,"@DrBharatippawar @narendramodi @mansukhmandviya काहीच कळलं नाही कृपया महा ""राष्ट्र"" भाषा मराठीत सांगा !!!!!
 
आम्हाला बिहारची प्रादेशिक भाषा हिंदी कळत नाही आहे
कृपया आमच्यावर हिंदी भाषा लादू नका
🙏🙏

#StopHindiImposition",0,0,4,0,mr,['StopHindiImposition'],15.606794,72.64293,"DrBharatippawar @narendramodi @mansukhmandviya I don't understand, please tell me the great ""nation"" language in Marathi !!!!!
 
We do not understand Hindi, the regional language of Bihar
Please don't impose Hindi language on us
3

#StopHindiImposition"
40,snscrape.modules.twitter.Tweet,https://twitter.com/Jagadeesha_MB/status/1455942297686720516,2021-11-03 16:57:48+00:00,"Next time when you go to any bank or government office and someone asks you to speak in Hindi.

You know what to do 😉
Thank you @prakashraaj sir.

#JaiBhim 
#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ https://t.co/P9z6L7TGwc",0,3,10,0,en,"['JaiBhim', 'StopHindiImposition', 'ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ']",11.582378,74.050963,"Next time when you go to any bank or government office and someone asks you to speak in Hindi.

You know what to do 😉
Thank you @prakashraaj sir.

#JaiBhim 
#StopHindiImposition #ಹಿಂದಿಹೇರಿಕೆನಿಲ್ಲಿಸಿ https://t.co/P9z6L7TGwc"
67,snscrape.modules.twitter.Tweet,https://twitter.com/RJRanjithV/status/1455907357867720711,2021-11-03 14:38:58+00:00,"#StopHindiImposition a slap for all unknown languagers who staying in Karnataka in somany years still they are not bothering to learn the language,if you are staying in karntakata try to speak in kannada or else learn how to speak.ಜೈ ಕರ್ನಾಟಕ #JaiBhim best movie I have seen today https://t.co/92189YWFPQ",1,1,4,0,en,"['StopHindiImposition', 'JaiBhim']",12.731936,77.3305776,"#StopHindiImposition a slap for all unknown languagers who staying in Karnataka in somany years still they are not bothering to learn the language,if you are staying in karntakata try to speak in kannada or else learn how to speak.ಜೈ ಕರ್ನಾಟಕ #JaiBhim best movie I have seen today https://t.co/92189YWFPQ"
94,snscrape.modules.twitter.Tweet,https://twitter.com/JothiPr87472318/status/1455878492185264128,2021-11-03 12:44:16+00:00,We reach out to YouTube because it’s free of cost and this is most likely because we are unable to pay the fee for coaching classes like these.  What am I to infer from such indifferences ? Can I call it a imposition ? Please answer @BYJUS @unacademy #StopHindiImposition,0,0,0,0,en,['StopHindiImposition'],12.447733,78.46933,We reach out to YouTube because it’s free of cost and this is most likely because we are unable to pay the fee for coaching classes like these.  What am I to infer from such indifferences ? Can I call it a imposition ? Please answer @BYJUS @unacademy #StopHindiImposition
101,snscrape.modules.twitter.Tweet,https://twitter.com/ArunVirupaksha/status/1455870113903624198,2021-11-03 12:10:58+00:00,"@mechirubhat ಕರ್ನಾಟಕದ ಬಹುತೇಕ ಬ್ಯಾಂಕುಗಳಲ್ಲಿ ಗ್ರಾಹಕರಿಗೆ ಕನ್ನಡ ಸೇವೆ ಸಿಗುತ್ತಿಲ್ಲ. ಇದನ್ನು ಒಂದ್ ದಿನ ನು ಪ್ರಶ್ನೆ ಮಾಡದ ನೀವು, ಯಾವ್ದೋ ಚಲನಚಿತ್ರದ ತುಣುಕು ಇಟ್ಕೊಂಡು ಹಿಂದಿ ಭಾಷಿಗರ ಪರ ನಿಂತು ವಿವಾದ ಮಾಡೋಕೆ ಹೋಗ್ತಿದಿರ. ಭಂಡ ಬಾಳು. 😐
#StopHindiImposition",0,0,2,0,kn,['StopHindiImposition'],12.731936,77.3305776,"@mechirubhat Most of the banks in Karnataka do not offer Kannada service to customers. For those of you who haven't questioned this one day, take a look at the movie piece and stand up for the controversy with the Hindi speakers. Bundle up. 😐
#StopHindiImposition"
102,snscrape.modules.twitter.Tweet,https://twitter.com/mohanranjith153/status/1455866779134148610,2021-11-03 11:57:43+00:00,"இன்று,#மேற்கு ஆரணி ஒன்றியம், #தச்சரம்பட்டு ஊராட்சியில் #நாம்தமிழர் கட்சியின் #புலிக்கொடி ஏற்றப்பட்டது...

#ஆரணிசட்டமன்றதொகுதி #Ntk #நாம்தமிழர்கட்சி #AraniNtk
#BelongsToTamilianStock #ntkமக்களின்நம்பிக்கை https://t.co/lqQlQdnLq7",0,0,2,0,ta,"['மேற்கு', 'தச்சரம்பட்டு', 'நாம்தமிழர்', 'புலிக்கொடி', 'ஆரணிசட்டமன்றதொகுதி', 'Ntk', 'நாம்தமிழர்கட்சி', 'AraniNtk', 'BelongsToTamilianStock', 'ntkமக்களின்நம்பிக்கை']",12.658242,79.269797,"Today, the #Tiger flag of the #Namthamilar party was hoisted in the #Western Arani Union, #Tacharampattu panchayat ...

# ஆரணிசட்டமன்றதொகுதி #Ntk # நாம்தமிழர்கட்சி #AraniNtk
#BelongsToTamilianStock #ntk People Trust https://t.co/lqQlQdnLq7"
113,snscrape.modules.twitter.Tweet,https://twitter.com/niruttaraVK/status/1455850592895737859,2021-11-03 10:53:24+00:00,@prakashraaj you did fabulous job in #JaiBhim I personally felt that feeling of slapping that guy. #HindiImposition is real and it is happening. We all Dravidains should stand against it.,0,0,0,0,en,"['JaiBhim', 'HindiImposition']",53.609424,-1.8969269999999998,@prakashraaj you did fabulous job in #JaiBhim I personally felt that feeling of slapping that guy. #HindiImposition is real and it is happening. We all Dravidains should stand against it.
134,snscrape.modules.twitter.Tweet,https://twitter.com/Amarkarikalan1/status/1455833441774174208,2021-11-03 09:45:15+00:00,"அந்த நம்பிக்கையின் சாயலாக வரும்போது அதைக் கொண்டாட மட்டும் செய்யாமல் கைகளில் ஏந்தி பாதுகாக்க வேண்டும். ￼￼
மழையின் ஈரத்தை மண்விழுங்குவதுபோல. ‘ஜெய் பீம்’ - மனிதத்தின் தேவைக்குப் பெய்ய வேண்டிய பெருமழையின் ஒற்றைத்துளி.
#JaiBhim #JaiBhimOnPrime #JaibhimReview #BelongsToTamilianStock https://t.co/LbdelWvdhe",0,0,0,0,ta,"['JaiBhim', 'JaiBhimOnPrime', 'JaibhimReview', 'BelongsToTamilianStock']",8.077159,76.233101,"When it comes to that shade of hope we should not just celebrate it but carry it in our hands and protect it. ⁇
As the moisture of the rain swallows the soil. ‘Jai Beam’ - a single drop of rain that falls on the needs of mankind.
#JaiBhim #JaiBhimOnPrime #JaibhimReview #BelongsToTamilianStock https://t.co/LbdelWvdhe"
139,snscrape.modules.twitter.Tweet,https://twitter.com/PednekarSujal/status/1455829616300421123,2021-11-03 09:30:03+00:00,"महाराष्ट्रातील मराठी माणसाला उत्तर देताना महा ""राष्ट्र"" भाषा मराठीचा वापर करा व आमच्यावर इतर भाषा लादू नका.....

#StopHindiImposition 
#StopEnglishImposition https://t.co/n64YQWPp5Z",0,4,13,1,mr,"['StopHindiImposition', 'StopEnglishImposition']",15.606794,72.64293,"When replying to a Marathi man in Maharashtra, use the great ""Rashtra"" language Marathi and do not impose other languages ​​on us .....

#StopHindiImposition
#StopEnglishImposition https://t.co/n64YQWPp5Z"
140,snscrape.modules.twitter.Tweet,https://twitter.com/PednekarSujal/status/1455829570976817159,2021-11-03 09:29:52+00:00,"@PMCPune @Djay_Deshmukh @mieknathshinde महाराष्ट्रातील मराठी माणसाला उत्तर देताना महा ""राष्ट्र"" भाषा मराठीचा वापर करा व आमच्यावर इतर भाषा लादू नका.....

#StopHindiImposition 
#StopEnglishImposition",0,0,6,0,mr,"['StopHindiImposition', 'StopEnglishImposition']",15.606794,72.64293,"उत्तरPMCPune Djay_Deshmukh @mieknathshinde When replying to a Marathi man from Maharashtra, use Maha ""Rashtra"" language Marathi and don't impose other languages ​​on us .....

#StopHindiImposition
#StopEnglishImposition"
142,snscrape.modules.twitter.Tweet,https://twitter.com/PednekarSujal/status/1455828904627752962,2021-11-03 09:27:13+00:00,"काहीच कळलं नाही कृपया महा ""राष्ट्र"" भाषा मराठीत सांगा !!!!!

ही बिहारची प्रादेशिक भाषा हिंदी आम्हाला कळत नाही आहे.....

शिवसेना नक्की महाराष्ट्रातील राजकीय पक्ष आहे की बिहारचा??
🤔🤔🤦🤦

#StopHindiImposition https://t.co/ya63HShwKm",1,6,19,0,mr,['StopHindiImposition'],15.606794,72.64293,"Didn't understand anything. Please tell the great ""nation"" language in Marathi !!!!!

We do not understand Hindi, the regional language of Bihar .....

Shiv Sena is a political party in Maharashtra or Bihar ??
3

#StopHindiImposition https://t.co/ya63HShwKm"
143,snscrape.modules.twitter.Tweet,https://twitter.com/PednekarSujal/status/1455828720795615236,2021-11-03 09:26:29+00:00,"@SHARADBJOSHI2 @Marathi_Akshay_ @AGSawant @OfficeofUT @AUThackeray @ShivsenaComms मग हिंदी पूर्ण देशाची भाषा आहे का??
उगीच काहीतरी बोलायचं हे कसं जमतं तुम्हाला राव??
🤔🤔🤦🤦

#StopHindiImposition",0,0,3,0,mr,['StopHindiImposition'],15.606794,72.64293,"SHARADBJOSHI2 @Marathi_Akshay_ AGSawant OfficeofUT AUThackeray ShivsenaComms So is Hindi the language of the whole country ??
How do you do all this cool stuff?
3

#StopHindiImposition"
144,snscrape.modules.twitter.Tweet,https://twitter.com/PednekarSujal/status/1455828399725842437,2021-11-03 09:25:13+00:00,"@AGSawant @OfficeofUT @AUThackeray @ShivsenaComms काहीच कळलं नाही कृपया महा ""राष्ट्र"" भाषा मराठीत सांगा !!!!!

ही बिहारची प्रादेशिक भाषा हिंदी आम्हाला कळत नाही आहे.....

शिवसेना नक्की महाराष्ट्रातील राजकीय पक्ष आहे की बिहारचा??
🤔🤔🤦🤦

#StopHindiImposition",0,0,10,0,mr,['StopHindiImposition'],15.606794,72.64293,"AGSawant OfficeofUT AUThackeray ShivsenaComms I don't understand anything, please tell me the great ""nation"" language in Marathi

We do not understand Hindi, the regional language of Bihar .....

Shiv Sena is a political party in Maharashtra or Bihar ??
3

#StopHindiImposition"
150,snscrape.modules.twitter.Tweet,https://twitter.com/PednekarSujal/status/1455823842622853124,2021-11-03 09:07:06+00:00,"काहीच कळलं नाही कृपया महा ""राष्ट्र"" भाषा मराठीत सांगा !!!!!

ही बिहारची प्रादेशिक भाषा हिंदी आम्हाला कळत नाही आहे.....

तुम्ही महाराष्ट्राचे मंत्री आहात हे लक्षात असूद्या व बिहारचे नाही.....

#StopHindiImposition https://t.co/jP2sEUQH9x",0,4,7,0,mr,['StopHindiImposition'],15.606794,72.64293,"Didn't understand anything. Please tell the great ""nation"" language in Marathi !!!!!

We do not understand Hindi, the regional language of Bihar .....

Asudya and not from Bihar remember that you are the Minister of Maharashtra .....

#StopHindiImposition https://t.co/jP2sEUQH9x"
152,snscrape.modules.twitter.Tweet,https://twitter.com/PednekarSujal/status/1455823386601406464,2021-11-03 09:05:17+00:00,"@nawabmalikncp काहीच कळलं नाही कृपया महा ""राष्ट्र"" भाषा मराठीत सांगा !!!!!

ही बिहारची प्रादेशिक भाषा हिंदी आम्हाला कळत नाही आहे.....

तुम्ही महाराष्ट्राचे मंत्री आहात हे लक्षात असूद्या व बिहारचे नाही.....

#StopHindiImposition",0,1,2,0,mr,['StopHindiImposition'],15.606794,72.64293,"nawabmalikncp I don't understand anything. Please tell me the great ""nation"" language in Marathi !!!!!

We do not understand Hindi, the regional language of Bihar .....

Asudya and not from Bihar remember that you are the Minister of Maharashtra .....

#StopHindiImposition"
185,snscrape.modules.twitter.Tweet,https://twitter.com/PednekarSujal/status/1455790300157255685,2021-11-03 06:53:49+00:00,"काहीच कळलं नाही कृपया महा ""राष्ट्र"" भाषा मराठीत सांगा !!!!!

ही बिहारची हिंदी भाषा आम्हाला कळत नाही आहे.....

तुम्ही नक्की महाराष्ट्रातील मराठी आहात की बिहारचे हिंदी??

#StopHindiImposition https://t.co/vUhfBdbJ7J",0,0,4,0,mr,['StopHindiImposition'],15.606794,72.64293,"Didn't understand anything. Please tell the great ""nation"" language in Marathi !!!!!

We do not understand Hindi language of Bihar .....

Are you Marathi from Maharashtra or Hindi from Bihar?

#StopHindiImposition https://t.co/vUhfBdbJ7J"
187,snscrape.modules.twitter.Tweet,https://twitter.com/PednekarSujal/status/1455790110918594565,2021-11-03 06:53:04+00:00,"@nitin_gadkari काहीच कळलं नाही कृपया महा ""राष्ट्र"" भाषा मराठीत सांगा !!!!!

ही बिहारची हिंदी भाषा आम्हाला कळत नाही आहे.....

तुम्ही नक्की महाराष्ट्रातील मराठी आहात की बिहारचे हिंदी??

#StopHindiImposition",0,0,2,0,mr,['StopHindiImposition'],15.606794,72.64293,"itnitin_gadkari I don't understand anything. Please tell me the great ""nation"" language in Marathi !!!!!

We do not understand Hindi language of Bihar .....

Are you Marathi from Maharashtra or Hindi from Bihar?

#StopHindiImposition"
192,snscrape.modules.twitter.Tweet,https://twitter.com/PednekarSujal/status/1455788838719148032,2021-11-03 06:48:01+00:00,"@airnews_arngbad @YouTube बिहार झारखंड उत्तर प्रदेश उत्तराखंड मध्य प्रदेश छत्तीसगड हिमाचल प्रदेश हरयाणा राजस्थान आणि पाकिस्तान ह्या सर्व ठिकाणी तुमची हिंदी म्हणजेच देवनागरी लिपीत लिहिली जाणारी उर्दू झाडा

#StopHindiImposition",0,0,0,0,mr,['StopHindiImposition'],15.606794,72.64293,"@airnews_arngbad ouYouTube Bihar Jharkhand Uttar Pradesh Uttarakhand Madhya Pradesh Chhattisgarh Himachal Pradesh Haryana Rajasthan And Pakistan Your Urdu Hindi Devanagari script

#StopHindiImposition"
206,snscrape.modules.twitter.Tweet,https://twitter.com/Deepsin85236571/status/1455774746474258435,2021-11-03 05:52:01+00:00,#StopHindiImposition,0,0,1,0,und,['StopHindiImposition'],23.060464,69.484366,#StopHindiImposition
241,snscrape.modules.twitter.Tweet,https://twitter.com/MiPsyGi/status/1455751759540850690,2021-11-03 04:20:40+00:00,@Tanveer27101995 @AMIT_GUJJU They should follow the #tag #StopHindiImposition,0,1,2,0,en,"['tag', 'StopHindiImposition']",18.845343,72.74484,@Tanveer27101995 @AMIT_GUJJU They should follow the #tag #StopHindiImposition
386,snscrape.modules.twitter.Tweet,https://twitter.com/DravidianStalk/status/1455577815210860547,2021-11-02 16:49:29+00:00,#BelongsToTamilianStock https://t.co/30fGQYW3sv,0,0,0,0,und,['BelongsToTamilianStock'],12.850328,80.056161,#BelongsToTamilianStock https://t.co/30fGQYW3sv
516,snscrape.modules.twitter.Tweet,https://twitter.com/qjCROmVlOviDeCE/status/1455546523530448900,2021-11-02 14:45:08+00:00,"திராவிடத்தில் சுயமரியாதை வெரும் வாய்ச் சவடால் மட்டுமே. தன்னினப் பகைமூட்டி சுயமரியாதை, சமத்துவம் பேசும் திராவிடம் வெரும் மாயை! உன்னால் ""நான் தமிழன்"" என்று கூட பெருமையாக சொல்லிக் கொள்ள முடியாமல் செய்வதே திராவிடம்!
#BelongsToTamilianStock @tamilnadu
@ntkwillpower @NTKTrend https://t.co/QJSUUKm24R",0,8,16,0,ta,['BelongsToTamilianStock'],12.958065819052077,80.15255899710937,"Self-esteem in Dravida is only by word of mouth. Self-loathing self-esteem, equality-speaking Dravid is just an illusion! What Dravid is doing is making you unable to even proudly say ""I am Tamil""!
#BelongsToTamilianStock @tamilnadu
ntkwillpower NTKTrend https://t.co/QJSUUKm24R"
541,snscrape.modules.twitter.Tweet,https://twitter.com/rajasekarmkm/status/1455540566033408000,2021-11-02 14:21:28+00:00,"தற்போது நேரலை
 https://t.co/mlkH0ikSmw
இன எழுச்சி அரசியல் வரலாற்றுக் கருத்தரங்கம் - 02-11-21 திருச்சி
தலைப்பு: 
நாங்கள் தமிழர்கள் ஏன்?
கருத்துரை: 
சீமான்
தலைமை ஒருங்கினைப்பாளர்
நாம் தமிழர் கட்சி
நிகழ்வு ஒருங்கினைப்பு: வீரத்தமிழர் முன்னணி- நாம்தமிழர் கட்சி
#BelongsToTamilianStock",0,1,1,0,ta,['BelongsToTamilianStock'],12.501464,79.87724,"Currently live
 https://t.co/mlkH0ikSmw
Racial Uprising Political History Seminar - 02-11-21 Trichy
Title:
Why are we Tamils?
Comment:
Seaman
Chief Coordinator
We are the Tamil Party
Event Coordination: Veerathamizhar Front - Namthamil Party
#BelongsToTamilianStock"
593,snscrape.modules.twitter.Tweet,https://twitter.com/dipunair/status/1455529922278068241,2021-11-02 13:39:10+00:00,@AMIT_GUJJU Fantastico @prakashraaj sir..  #StopHindiImposition,0,1,0,0,es,['StopHindiImposition'],12.731936,77.3305776,@Amit_Gujju Fantastic @Prakashraj Sir .. #staffindiimposition
637,snscrape.modules.twitter.Tweet,https://twitter.com/Muthuvishal45/status/1455517306029707264,2021-11-02 12:49:02+00:00,"Truth 💔

#JaiBhim #BelongsToTamilianStock #surya https://t.co/QXh1HkEX7j",0,2,3,0,en,"['JaiBhim', 'BelongsToTamilianStock', 'surya']",8.077159,76.233101,"Truth 💔

#JaiBhim #BelongsToTamilianStock #surya https://t.co/QXh1HkEX7j"
649,snscrape.modules.twitter.Tweet,https://twitter.com/rajasekarmkm/status/1455514109433159685,2021-11-02 12:36:20+00:00,"திராவிடம் என்பது தமிழர்  நிலத்தையும், வளத்தையும் கொள்ளையடிக்க உருவாக்கப்படது
#BelongstoTamilianStock",0,2,0,0,ta,['BelongstoTamilianStock'],12.775075,80.010564,"Dravida was created to plunder Tamil land and resources
#BelongstoTamilianStock"
651,snscrape.modules.twitter.Tweet,https://twitter.com/NitinChandru/status/1455513907775217666,2021-11-02 12:35:32+00:00,"speak Kannada. The elderly have to take other customers' help in order to avail banking facilities for their own hard earned money. It's a basic code of conduct for any business. I have decided to close my acc and shift to an other bank.
#serveinmylanguage 
#StopHindiImposition https://t.co/oBXe4WW5nE",0,0,0,0,en,"['serveinmylanguage', 'StopHindiImposition']",12.657055,77.55636200000001,"speak Kannada. The elderly have to take other customers' help in order to avail banking facilities for their own hard earned money. It's a basic code of conduct for any business. I have decided to close my acc and shift to an other bank.
#serveinmylanguage 
#StopHindiImposition https://t.co/oBXe4WW5nE"
714,snscrape.modules.twitter.Tweet,https://twitter.com/rajasekarmkm/status/1455509428359159810,2021-11-02 12:17:44+00:00,"Tamizh language is our pride and unique identity. It is one of the ancient languages on the planet. Several linguistics proved that it’s the mother of all languages. I'm proud to be a Tamizhan as it’s my mother tongue.
 #BelongsToTamilianStock https://t.co/5Ak7IkpcZZ",0,20,40,0,en,['BelongsToTamilianStock'],12.775075,80.010564,"Tamizh language is our pride and unique identity. It is one of the ancient languages on the planet. Several linguistics proved that it’s the mother of all languages. I'm proud to be a Tamizhan as it’s my mother tongue.
 #BelongsToTamilianStock https://t.co/5Ak7IkpcZZ"
981,snscrape.modules.twitter.Tweet,https://twitter.com/DanielS81425682/status/1455479361956720645,2021-11-02 10:18:16+00:00,"தமிழா, இத்தனை ஆண்டுகளாக உன்‌ மீது வீசப்பட்டுள்ள திராவிடம் என்னும் மாய வலை இன்று அறுத்தெரியப் பட்டுக் கொண்டிருக்கிறது. எழுந்து நில், மெல்ல நட, பிறகு ஓடு. கயவர்கள் மீண்டும் அந்த மாய வலையை வீசக்கூடும்.
#BelongsToTamilianStock https://t.co/2RXbUND3c1",0,1,1,0,ta,['BelongsToTamilianStock'],29.1354858,48.1100684,"Tamil, the magic web of Dravida that has been thrown at you for so many years is unfolding today. Get up, walk slowly, then run. The killers may throw that magic web again.
#BelongsToTamilianStock https://t.co/2RXbUND3c1"
1027,snscrape.modules.twitter.Tweet,https://twitter.com/Kannan47036730/status/1455475097108566023,2021-11-02 10:01:19+00:00,#BelongsToTamilianStock https://t.co/pATgm0UwPd,0,4,2,0,und,['BelongsToTamilianStock'],8.077159,76.233101,#BelongsToTamilianStock https://t.co/pATgm0UwPd
1088,snscrape.modules.twitter.Tweet,https://twitter.com/DanielS81425682/status/1455465066892046336,2021-11-02 09:21:27+00:00,"திராவிடம் என்ற சொல் தமிழில்லை, தமிழருக்கு எந்த விதத்திலும் சம்பந்தமில்லை.
#BelongsToTamilianStock https://t.co/dTu60lzvEO",0,1,0,0,ta,['BelongsToTamilianStock'],29.1354858,48.1100684,"The word Dravida is not in Tamil and has nothing to do with Tamils.
#BelongsToTamilianStock https://t.co/dTu60lzvEO"
1089,snscrape.modules.twitter.Tweet,https://twitter.com/DanielS81425682/status/1455464125346238468,2021-11-02 09:17:43+00:00,"தூய தமிழிருக்க, திரிந்த திராவிடம்  எதற்கு?
#BelongsToTamilianStock",0,1,1,0,ta,['BelongsToTamilianStock'],29.1354858,48.1100684,"To be pure Tamil, what is the use of Trinitarian Dravida?
#BelongsToTamilianStock"
